i,book_id,title,authors,original_publication_year,average_rating,tags_text,small_image_url,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,isbn13,image_url,google_cover_url,google_cover_url_large
5470,5471,What Got You Here Won't Get You There: How Successful People Become Even More Successful,"Marshall Goldsmith, Mark Reiter",2007.0,3.94,to-read currently-reading business non-fiction leadership,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14545,293,884,3779,5612,5406,9781781251560,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5471,5472,"The Walk (The Walk, #1)",Richard Paul Evans,2010.0,4.12,to-read currently-reading fiction favorites richard-paul-evans,https://images.gr-assets.com/books/1263465492s/7187395.jpg,16224,275,706,2913,6277,7338,9781439187320,https://images.gr-assets.com/books/1263465492m/7187395.jpg,,
5472,5473,"Afterlife (Evernight, #4)",Claudia Gray,2011.0,3.8,to-read vampires young-adult paranormal currently-reading,https://images.gr-assets.com/books/1277385646s/6619499.jpg,23780,848,2320,6273,7039,8444,9780061284430,https://images.gr-assets.com/books/1277385646m/6619499.jpg,,
5473,5474,Slam,Nick Hornby,2007.0,3.27,to-read fiction young-adult ya books-i-own,https://images.gr-assets.com/books/1327963062s/411527.jpg,17393,728,3105,8452,5906,2005,9780399250480,https://images.gr-assets.com/books/1327963062m/411527.jpg,,
5474,5475,"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,2013.0,4.15,to-read fantasy historical-fiction favorites young-adult,https://images.gr-assets.com/books/1346852168s/9943270.jpg,28133,377,945,4836,11653,12269,9780547628390,https://images.gr-assets.com/books/1346852168m/9943270.jpg,,
5475,5476,The Crossover,Kwame Alexander,2014.0,4.22,to-read poetry currently-reading young-adult sports,https://images.gr-assets.com/books/1390427593s/18263725.jpg,21249,701,755,2807,7316,11356,9780544289600,https://images.gr-assets.com/books/1390427593m/18263725.jpg,,
5476,5477,"Edensor (Tetralogi Laskar Pelangi, #3)",Andrea Hirata,2007.0,4.06,to-read currently-reading novel indonesian fiction,https://images.gr-assets.com/books/1489733485s/1464757.jpg,11719,115,464,2507,4635,4538,9789791227020,https://images.gr-assets.com/books/1489733485m/1464757.jpg,,
5477,5478,The Line of Beauty,Alan Hollinghurst,2004.0,3.7,to-read fiction currently-reading lgbt booker-prize,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15844,790,1749,4280,6190,4751,9780739464460,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5478,5479,The Rose Garden,Susanna Kearsley,2011.0,4.01,to-read historical-fiction romance currently-reading time-travel,https://images.gr-assets.com/books/1327951839s/9792287.jpg,18553,203,831,4765,9659,7349,9780749009520,https://images.gr-assets.com/books/1327951839m/9792287.jpg,,
5479,5480,Monster,Frank E. Peretti,2005.0,3.8,to-read fiction currently-reading christian christian-fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17583,511,1606,4722,5733,5822,9781595541220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5480,5481,"The English Assassin (Gabriel Allon, #2)",Daniel Silva,2002.0,4.12,to-read currently-reading thriller fiction daniel-silva,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16810,93,385,3586,9527,7062,9780451208190,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5481,5482,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,2006.0,3.85,to-read currently-reading non-fiction essays nonfiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13892,129,705,4153,6861,3597,9780743284880,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5482,5483,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Peter F. Drucker,1966.0,4.11,to-read currently-reading business leadership management,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16326,318,721,3134,5701,7349,9780060833460,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5483,5484,"The Wicked + The Divine, Vol. 1: The Faust Act","Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014.0,3.9,to-read graphic-novels comics graphic-novel fantasy,https://images.gr-assets.com/books/1415565992s/23093359.jpg,25138,916,1615,5546,9383,8912,9781632150200,https://images.gr-assets.com/books/1415565992m/23093359.jpg,,
5484,5485,Innocence,Dean Koontz,2013.0,3.69,to-read currently-reading fiction horror dean-koontz,https://images.gr-assets.com/books/1368569643s/17797381.jpg,13482,678,1750,4887,6031,4759,9780553808030,https://images.gr-assets.com/books/1368569643m/17797381.jpg,,
5485,5486,"Dark of the Moon (Virgil Flowers, #1)",John Sandford,2004.0,4.0,to-read currently-reading mystery john-sandford fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18708,337,739,4335,8610,6842,9780399154780,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5486,5487,The Law of Attraction: The Basics of the Teachings of Abraham,"Esther Hicks, Jerry Hicks",2006.0,4.15,to-read currently-reading spirituality self-help non-fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13358,320,617,2433,4075,6731,9781401917590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5487,5488,"In The Afterlight (The Darkest Minds, #3)",Alexandra Bracken,2014.0,4.36,to-read favorites currently-reading dystopian young-adult,https://images.gr-assets.com/books/1400697474s/16150831.jpg,25788,186,670,3147,8802,15206,9781423157530,https://images.gr-assets.com/books/1400697474m/16150831.jpg,,
5488,5489,"Goddess Interrupted (Goddess Test, #2)",Aimee Carter,2012.0,4.02,to-read mythology young-adult favorites fantasy,https://images.gr-assets.com/books/1397956745s/12637490.jpg,26286,571,1647,5492,8643,11003,9780373210460,https://images.gr-assets.com/books/1397956745m/12637490.jpg,,
5489,5490,"Lucinda's Secret (The Spiderwick Chronicles, #3)","Holly Black, Tony DiTerlizzi",2003.0,3.87,young-adult childrens-books fairies library owned-books,https://images.gr-assets.com/books/1358701877s/280277.jpg,25217,244,1320,7895,9138,7804,9780689859380,https://images.gr-assets.com/books/1358701877m/280277.jpg,,
5490,5491,"Henry Huggins (Henry Huggins, #1)","Beverly Cleary, Tracy Dockray",1950.0,3.97,to-read childrens fiction children children-s,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21823,295,884,5894,7699,7846,9780688213860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5491,5492,Bedtime for Frances,"Russell Hoban, Garth Williams",1960.0,4.14,to-read picture-books childrens children-s-books children,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,22865,333,958,4598,6569,10646,9780064434520,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5492,5493,Totto-chan: The Little Girl at the Window,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981.0,4.3,to-read currently-reading favorites children non-fiction,https://images.gr-assets.com/books/1354795941s/328802.jpg,13859,200,407,1980,5376,8251,9784770020670,https://images.gr-assets.com/books/1354795941m/328802.jpg,,
5493,5494,"Half the World (Shattered Sea, #2)",Joe Abercrombie,2015.0,4.2,to-read fantasy currently-reading favorites young-adult,https://images.gr-assets.com/books/1402314017s/22055283.jpg,12396,52,299,2560,8863,7114,9780804178430,https://images.gr-assets.com/books/1402314017m/22055283.jpg,,
5494,5495,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,2000.0,4.16,to-read currently-reading finance business non-fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15619,183,395,2606,6635,6657,9780375758260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5495,5496,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,1986.0,4.17,to-read writing currently-reading non-fiction nonfiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18477,207,701,3527,7233,9170,9781590303160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5496,5497,"Hunters of the Dusk (Cirque Du Freak, #7)",Darren Shan,2002.0,4.17,young-adult vampires horror darren-shan favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,19326,120,752,3868,6946,9347,9780316000990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5497,5498,"City of Golden Shadow (Otherland, #1)",Tad Williams,1996.0,3.9,to-read fantasy science-fiction sci-fi currently-reading,https://images.gr-assets.com/books/1329075235s/28695.jpg,19334,537,1435,4488,7527,6829,9780886777630,https://images.gr-assets.com/books/1329075235m/28695.jpg,,
5498,5499,"An Ice Cold Grave (Harper Connelly, #3)",Charlaine Harris,2007.0,3.95,to-read mystery paranormal charlaine-harris fantasy,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,26178,186,1199,7172,11549,8722,9780425217290,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5499,5500,Jacob Have I Loved,Katherine Paterson,1980.0,3.64,to-read young-adult fiction ya favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24920,1066,2636,7650,8766,6592,9780064403690,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5500,5501,The Postcard Killers,"James Patterson, Liza Marklund",2010.0,3.78,to-read james-patterson currently-reading mystery fiction,https://images.gr-assets.com/books/1344271030s/7134201.jpg,18542,360,1569,5879,7931,5437,9780316089520,https://images.gr-assets.com/books/1344271030m/7134201.jpg,,
5501,5502,"Kamisama Kiss, Vol. 1","Julietta Suzuki, Tomo Kimura",2008.0,4.38,to-read manga currently-reading favorites fantasy,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20569,352,608,2414,4728,12625,9781421536380,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5502,5503,"Maybe Not (Maybe, #1.5)",Colleen Hoover,2014.0,4.14,to-read new-adult favorites romance currently-reading,https://images.gr-assets.com/books/1416381591s/23587984.jpg,26102,310,1009,4677,9769,11340,,https://images.gr-assets.com/books/1416381591m/23587984.jpg,,
5503,5504,"Black Water (Pendragon, #5)",D.J. MacHale,2004.0,4.16,to-read fantasy young-adult favorites pendragon,https://images.gr-assets.com/books/1431981444s/147801.jpg,19634,181,636,3640,7120,8723,9780689869110,https://images.gr-assets.com/books/1431981444m/147801.jpg,,
5504,5505,"Five Little Pigs (Hercule Poirot, #24)",Agatha Christie,1942.0,3.95,to-read mystery agatha-christie currently-reading crime,https://images.gr-assets.com/books/1429422068s/121648.jpg,19618,113,807,6389,10238,7201,9780425093250,https://images.gr-assets.com/books/1429422068m/121648.jpg,,
5505,5506,Embassytown,China Miéville,2011.0,3.86,to-read science-fiction sci-fi currently-reading fiction,https://images.gr-assets.com/books/1320470326s/9265453.jpg,17388,515,1311,4527,8335,5828,9780345524490,https://images.gr-assets.com/books/1320470326m/9265453.jpg,,
5506,5507,By the Light of the Moon,Dean Koontz,2002.0,3.84,to-read dean-koontz horror currently-reading fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,19276,264,1118,5698,7569,5540,9780553582760,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5507,5508,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,1927.0,4.45,to-read currently-reading classics mystery favorites,https://images.gr-assets.com/books/1320490450s/3581.jpg,17950,92,194,1676,5641,10479,9780553212420,https://images.gr-assets.com/books/1320490450m/3581.jpg,,
5508,5509,"Strong Poison (Lord Peter Wimsey, #6)",Dorothy L. Sayers,1930.0,4.14,mystery mysteries crime currently-reading to-read,https://images.gr-assets.com/books/1486963427s/246225.jpg,18578,224,589,3601,8103,8341,9780060809090,https://images.gr-assets.com/books/1486963427m/246225.jpg,,
5509,5510,The Far Side Gallery,Gary Larson,1984.0,4.42,to-read comics humor favorites fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20022,110,281,2205,5944,11579,9780836220630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5510,5511,"The Eternity Cure (Blood of Eden, #2)",Julie Kagawa,2013.0,4.26,to-read favorites vampires dystopian paranormal,https://images.gr-assets.com/books/1362772965s/13581990.jpg,27278,438,917,4020,9220,14746,9780373210700,https://images.gr-assets.com/books/1362772965m/13581990.jpg,,
5511,5512,"Holiday in Death (In Death, #7)",J.D. Robb,1998.0,4.31,mystery romance j-d-robb jd-robb to-read,https://images.gr-assets.com/books/1389932347s/238125.jpg,24511,54,360,3810,10087,13162,9780425163720,https://images.gr-assets.com/books/1389932347m/238125.jpg,,
5512,5513,"Thief (Love Me with Lies, #3)",Tarryn Fisher,2013.0,4.4,to-read favorites romance new-adult currently-reading,https://images.gr-assets.com/books/1361401256s/16090981.jpg,28533,340,755,2930,7815,16939,,https://images.gr-assets.com/books/1361401256m/16090981.jpg,,
5513,5514,Between a Rock and a Hard Place,Aron Ralston,2004.0,3.82,to-read non-fiction currently-reading biography nonfiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,14350,405,1201,4265,6428,4739,9780743492830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5514,5515,"Legend (The Drenai Saga, #1)",David Gemmell,1984.0,4.25,to-read fantasy currently-reading favorites fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18260,198,644,2946,6695,10037,9780345379060,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5515,5516,"Three Times Lucky (Tupelo Landing, #1)",Sheila Turnage,2012.0,4.01,to-read mystery currently-reading middle-grade fiction,https://images.gr-assets.com/books/1424981822s/11737313.jpg,17797,524,908,3404,6405,7059,9780803736700,https://images.gr-assets.com/books/1424981822m/11737313.jpg,,
5516,5517,"Every Boy's Got One (Boy, #3)",Meg Cabot,2004.0,3.77,chick-lit romance meg-cabot fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,19771,477,1587,6350,7178,6061,9780330418880,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5517,5518,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,1987.0,4.2,to-read true-crime non-fiction currently-reading crime,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17384,112,404,3102,6672,7971,9780451166610,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5518,5519,The Guest Room,Chris Bohjalian,2016.0,3.68,to-read currently-reading fiction mystery thriller,https://images.gr-assets.com/books/1432679414s/25430584.jpg,14635,418,1354,5382,8035,3392,9780385538890,https://images.gr-assets.com/books/1432679414m/25430584.jpg,,
5519,5520,All My Friends Are Dead,"Avery Monsen, Jory John",2010.0,4.24,to-read humor favorites fiction picture-books,https://images.gr-assets.com/books/1330386466s/8044557.jpg,19423,236,662,3131,6169,9898,9780811874560,https://images.gr-assets.com/books/1330386466m/8044557.jpg,,
5520,5521,"The Six Sacred Stones (Jack West Jr, #2)",Matthew Reilly,2007.0,4.16,to-read currently-reading fiction adventure action,https://images.gr-assets.com/books/1303511210s/617526.jpg,17064,231,667,3025,6444,8034,9781405038160,https://images.gr-assets.com/books/1303511210m/617526.jpg,,
5521,5522,"Rising Tides (Chesapeake Bay Saga, #2)",Nora Roberts,1998.0,4.16,to-read romance nora-roberts contemporary-romance contemporary,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,23604,68,616,4923,9286,10420,9780515123170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5522,5523,"Bleach, Volume 15",Tite Kubo,2004.0,4.41,to-read manga bleach graphic-novels currently-reading,https://images.gr-assets.com/books/1417981626s/2879.jpg,17078,179,460,2037,3934,10558,9781421506140,https://images.gr-assets.com/books/1417981626m/2879.jpg,,
5523,5524,Cash,"Johnny Cash, Patrick   Carr",1997.0,4.08,to-read biography currently-reading non-fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15113,243,585,3076,5874,6215,9780060727540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5524,5525,A Stranger In The Mirror,Sidney Sheldon,1976.0,3.61,to-read sidney-sheldon fiction currently-reading thriller,https://images.gr-assets.com/books/1418330902s/115130.jpg,15606,430,1621,5518,5509,3561,9780006471260,https://images.gr-assets.com/books/1418330902m/115130.jpg,,
5525,5526,Flush,Carl Hiaasen,2005.0,3.86,to-read young-adult fiction realistic-fiction mystery,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20076,306,1218,5764,8377,6101,9780375821820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
